date,area,data_set,variable,measurement,value,population,square_km,people_per_square_km
2020-04-20,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,490,585700,8735.8564,67.04551599543234
2020-04-23,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,602,585700,8735.8564,67.04551599543234
2020-04-22,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,550,585700,8735.8564,67.04551599543234
2020-04-17,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,394,585700,8735.8564,67.04551599543234
2020-04-16,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,389,585700,8735.8564,67.04551599543234
2020-04-19,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,464,585700,8735.8564,67.04551599543234
2020-04-18,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,432,585700,8735.8564,67.04551599543234
2020-04-29,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,813,585700,8735.8564,67.04551599543234
2020-04-28,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,782,585700,8735.8564,67.04551599543234
2020-05-01,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,866,585700,8735.8564,67.04551599543234
2020-04-30,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,834,585700,8735.8564,67.04551599543234
2020-04-25,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,700,585700,8735.8564,67.04551599543234
2020-04-24,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,638,585700,8735.8564,67.04551599543234
2020-04-27,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,771,585700,8735.8564,67.04551599543234
2020-04-26,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,748,585700,8735.8564,67.04551599543234
2020-04-06,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,209,585700,8735.8564,67.04551599543234
2020-04-05,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,194,585700,8735.8564,67.04551599543234
2020-04-08,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,223,585700,8735.8564,67.04551599543234
2020-04-07,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,210,585700,8735.8564,67.04551599543234
2020-04-02,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,128,585700,8735.8564,67.04551599543234
2020-04-01,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,108,585700,8735.8564,67.04551599543234
2020-04-04,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,177,585700,8735.8564,67.04551599543234
2020-04-03,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,173,585700,8735.8564,67.04551599543234
2020-04-13,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,313,585700,8735.8564,67.04551599543234
2020-04-12,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,291,585700,8735.8564,67.04551599543234
2020-04-15,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,357,585700,8735.8564,67.04551599543234
2020-04-14,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,335,585700,8735.8564,67.04551599543234
2020-04-10,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,251,585700,8735.8564,67.04551599543234
2020-04-09,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,236,585700,8735.8564,67.04551599543234
2020-04-11,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,261,585700,8735.8564,67.04551599543234
2020-04-12,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,199,115510,4731.787,24.411496121866854
2020-04-11,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,189,115510,4731.787,24.411496121866854
2020-04-14,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,208,115510,4731.787,24.411496121866854
2020-04-13,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,204,115510,4731.787,24.411496121866854
2020-04-08,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,160,115510,4731.787,24.411496121866854
2020-04-07,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,149,115510,4731.787,24.411496121866854
2020-04-10,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,177,115510,4731.787,24.411496121866854
2020-04-09,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,167,115510,4731.787,24.411496121866854
2020-04-20,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,239,115510,4731.787,24.411496121866854
2020-04-19,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,237,115510,4731.787,24.411496121866854
2020-04-22,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,243,115510,4731.787,24.411496121866854
2020-04-21,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,240,115510,4731.787,24.411496121866854
2020-04-16,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,220,115510,4731.787,24.411496121866854
2020-04-15,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,215,115510,4731.787,24.411496121866854
2020-04-18,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,231,115510,4731.787,24.411496121866854
2020-04-17,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,229,115510,4731.787,24.411496121866854
2020-03-28,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,35,115510,4731.787,24.411496121866854
2020-03-27,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,28,115510,4731.787,24.411496121866854
2020-03-30,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,63,115510,4731.787,24.411496121866854
2020-03-29,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,50,115510,4731.787,24.411496121866854
2020-03-24,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,12,115510,4731.787,24.411496121866854
2020-03-23,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,12,115510,4731.787,24.411496121866854
2020-03-26,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,23,115510,4731.787,24.411496121866854
2020-03-25,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,15,115510,4731.787,24.411496121866854
2020-04-04,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,110,115510,4731.787,24.411496121866854
2020-04-03,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,100,115510,4731.787,24.411496121866854
2020-04-06,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,139,115510,4731.787,24.411496121866854
2020-04-05,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,130,115510,4731.787,24.411496121866854
2020-04-01,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,87,115510,4731.787,24.411496121866854
2020-03-31,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,77,115510,4731.787,24.411496121866854
2020-04-02,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,93,115510,4731.787,24.411496121866854
2020-05-13,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,297,115510,4731.787,24.411496121866854
2020-05-12,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,294,115510,4731.787,24.411496121866854
2020-05-15,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,304,115510,4731.787,24.411496121866854
2020-05-14,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,298,115510,4731.787,24.411496121866854
2020-05-09,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,286,115510,4731.787,24.411496121866854
2020-05-08,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,286,115510,4731.787,24.411496121866854
2020-05-11,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,292,115510,4731.787,24.411496121866854
2020-05-10,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,286,115510,4731.787,24.411496121866854
2020-05-21,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,322,115510,4731.787,24.411496121866854
2020-05-20,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,322,115510,4731.787,24.411496121866854
2020-05-23,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,322,115510,4731.787,24.411496121866854
2020-05-22,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,322,115510,4731.787,24.411496121866854
2020-05-17,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,313,115510,4731.787,24.411496121866854
2020-05-16,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,310,115510,4731.787,24.411496121866854
2020-05-19,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,317,115510,4731.787,24.411496121866854
2020-05-18,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,316,115510,4731.787,24.411496121866854
2020-04-28,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,272,115510,4731.787,24.411496121866854
2020-04-27,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,269,115510,4731.787,24.411496121866854
2020-04-30,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,279,115510,4731.787,24.411496121866854
2020-04-29,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,279,115510,4731.787,24.411496121866854
2020-04-24,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,253,115510,4731.787,24.411496121866854
2020-04-23,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,248,115510,4731.787,24.411496121866854
2020-04-26,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,259,115510,4731.787,24.411496121866854
2020-04-25,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,258,115510,4731.787,24.411496121866854
2020-05-05,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,284,115510,4731.787,24.411496121866854
2020-05-04,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,284,115510,4731.787,24.411496121866854
2020-05-07,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,286,115510,4731.787,24.411496121866854
2020-05-06,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,285,115510,4731.787,24.411496121866854
2020-05-02,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,283,115510,4731.787,24.411496121866854
2020-05-01,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,281,115510,4731.787,24.411496121866854
2020-05-03,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,284,115510,4731.787,24.411496121866854
2020-05-03,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,799,369360,3369.5133,109.61820509804784
2020-05-02,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,793,369360,3369.5133,109.61820509804784
2020-05-05,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,825,369360,3369.5133,109.61820509804784
2020-05-04,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,818,369360,3369.5133,109.61820509804784
2020-04-29,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,745,369360,3369.5133,109.61820509804784
2020-04-28,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,738,369360,3369.5133,109.61820509804784
2020-05-01,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,778,369360,3369.5133,109.61820509804784
2020-04-30,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,762,369360,3369.5133,109.61820509804784
2020-05-11,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,912,369360,3369.5133,109.61820509804784
2020-05-10,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,904,369360,3369.5133,109.61820509804784
2020-05-13,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,946,369360,3369.5133,109.61820509804784
2020-05-12,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,925,369360,3369.5133,109.61820509804784
2020-05-07,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,853,369360,3369.5133,109.61820509804784
2020-05-06,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,846,369360,3369.5133,109.61820509804784
2020-05-09,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,895,369360,3369.5133,109.61820509804784
2020-05-08,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,885,369360,3369.5133,109.61820509804784
2020-04-18,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,560,369360,3369.5133,109.61820509804784
2020-04-17,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,536,369360,3369.5133,109.61820509804784
2020-04-20,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,604,369360,3369.5133,109.61820509804784
2020-04-19,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,586,369360,3369.5133,109.61820509804784
2020-04-14,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,416,369360,3369.5133,109.61820509804784
2020-04-13,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,390,369360,3369.5133,109.61820509804784
2020-04-16,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,503,369360,3369.5133,109.61820509804784
